Process issue. Check mapping files and reference data 	Holdings id '005321352' not in hold id map.	row 2298261	
Process issue. Check mapping files and reference data 	Holdings id '005321352' not in hold id map.	row 2298262	
Process issue. Check mapping files and reference data 	Holdings id '005321352' not in hold id map.	row 2298263	
Process issue. Check mapping files and reference data 	Holdings id '005321352' not in hold id map.	row 2298264	
Process issue. Check mapping files and reference data 	Holdings id '005321352' not in hold id map.	row 2298265	
Process issue. Check mapping files and reference data 	Holdings id '005321352' not in hold id map.	row 2298266	
Process issue. Check mapping files and reference data 	Holdings id '005516371' not in hold id map.	row 2324199	
Process issue. Check mapping files and reference data 	Holdings id '005516371' not in hold id map.	row 2324200	
Process issue. Check mapping files and reference data 	Holdings id '005516371' not in hold id map.	row 2324201	
Process issue. Check mapping files and reference data 	Holdings id '010990946' not in hold id map.	row 2731311	
Process issue. Check mapping files and reference data 	Holdings id '010447118' not in hold id map.	row 2743988	
Process issue. Check mapping files and reference data 	Holdings id '010459068' not in hold id map.	row 2748973	
Process issue. Check mapping files and reference data 	Holdings id '009707434' not in hold id map.	row 2765345	
Process issue. Check mapping files and reference data 	Holdings id '008959068' not in hold id map.	row 2770444	
Process issue. Check mapping files and reference data 	Holdings id '011554121' not in hold id map.	row 2781125	
Process issue. Check mapping files and reference data 	Holdings id '011563984' not in hold id map.	row 2782067	
Process issue. Check mapping files and reference data 	Holdings id '011826316' not in hold id map.	row 2783518	
Process issue. Check mapping files and reference data 	Holdings id '011826316' not in hold id map.	row 2783519	
Process issue. Check mapping files and reference data 	Holdings id '011826316' not in hold id map.	row 2783520	
Process issue. Check mapping files and reference data 	Holdings id '011826316' not in hold id map.	row 2783521	
Process issue. Check mapping files and reference data 	Holdings id '011826316' not in hold id map.	row 2783522	
Process issue. Check mapping files and reference data 	Holdings id '011961891' not in hold id map.	row 2810476	
Process issue. Check mapping files and reference data 	Holdings id '013262745' not in hold id map.	row 2832320	
Process issue. Check mapping files and reference data 	Holdings id '013267791' not in hold id map.	row 2834930	
Process issue. Check mapping files and reference data 	Holdings id '013265255' not in hold id map.	row 2841501	
Process issue. Check mapping files and reference data 	Holdings id '013265559' not in hold id map.	row 2842402	
Process issue. Check mapping files and reference data 	Holdings id '013265591' not in hold id map.	row 2842434	
Process issue. Check mapping files and reference data 	Holdings id '012425788' not in hold id map.	row 2856355	
Process issue. Check mapping files and reference data 	Holdings id '014349901' not in hold id map.	row 2871150	
Process issue. Check mapping files and reference data 	Holdings id '014349901' not in hold id map.	row 2871151	
Process issue. Check mapping files and reference data 	Holdings id '014338427' not in hold id map.	row 2875882	
